id	unit	characters	pinyin	meaning	subunit	course
230	12	我 每天 五 点 开车 回家	wǒ měitiān wǔ diǎn kāichē huí jiā	I drive home at five o'clock every day	1	hsk
231	12	你 在 火车站 买票 吗	nǐ zài huǒchē zhàn mǎi piào ma	are you buying tickets at the train station	2	hsk
232	12	我 坐 船 去 北京	wǒ zuò chuán qù běijīng	I'm going to Beijing by boat	2	hsk
233	12	你 有 自行车 吗	nǐ yǒu zìxíngchē ma	do you have a bicycle	2	hsk
234	19	你 要 打电话 给 医生	nǐ yào dǎ diànhuà gěi yīshēng	you need to call a doctor	1	hsk
235	18	她 的 眼睛 很 漂亮	tā de yǎnjīng hěn piàoliang	her eyes are very beautiful	2	hsk
236	19	你 身体 怎么样	nǐ shēntǐ zěnme yàng	how is your health	2	hsk
237	19	这个 月 我去 医院 两 次	zhège yuè wǒ qù yīyuàn liǎng cì	I went to the hospital twice this month	2	hsk
238	19	医生 给 了 我 眼睛 的 药	yīshēng gěile wǒ yǎnjīng de yào	the doctor gave me eye medicine	2	hsk
239	21	请 让 我 说话	qǐng ràng wǒ shuōhuà	please let me speak	3	hsk
240	17	这个 问题 的 回答 我 知道	zhège wèntí de huídá wǒ zhīdào	I know the answer to this question	4	hsk
241	14	我 读 完 这 本 书	wǒ dú wán zhè běn shū	I finished reading this book	4	hsk
242	4	我 少 了 二十 快钱	wǒ shǎole èrshí kuài qián	I am short 20 yuan	3	hsk
243	16	别 出去 ， 现在 下雨	bié chūqù, xiànzài xià yǔ	don't go out, it's raining now	3	hsk
244	21	对不起 ， 我 没 去 上班 ， 因为 我 要 去 医院	duìbùqǐ, wǒ méi qù shàngbān, yīnwèi wǒ yào qù yīyuàn	sorry, I didn't go to work because I had to go to the hospital	1	hsk
245	21	大家 都 在 吗	dàjiā dōu zài ma?	is everyone here?	2	hsk
246	21	还有 人 没 来 ， 但是 没关系 ， 我们 可以 开始	hái yǒurén méi lái, dànshì méiguānxì, wǒmen kěyǐ kāishǐ	there are still people who haven't come, but it doesn't matter, we can start	1	hsk
247	21	你 做 什么 工作	what's your job	nǐ zuò shénme gōngzuò	3	hsk
248	21	我 在 中国 公司 工作	wǒ zài zhōngguó gōngsī gōngzuò	I work for chinese company	2	hsk
249	21	我 现在 很 忙 ， 有 很多 事情 要 做	wǒ xiànzài hěn máng, yǒu hěnduō shìqíng yào zuò	I am very busy now, there are a lot of things to do	3	hsk
250	22	前面 那个 路 很 长	qiánmiàn nà ge lù hěn zhǎng	the road ahead is very long	1	hsk
251	22	门 在 哪里 ?   我 不知 道 怎么 进去 。	mén zài nǎlǐ? wǒ bù zhīdào zěnme jìnqù.	where is the door? I don't know how to go in.	1	hsk
252	22	门 在 后面 左边	mén zài hòumiàn zuǒbiān	The door is on the left at the back	1	hsk
253	9	猫 在 桌子 下	māo zài zhuōzi xià	the cat is under the table	3	hsk
254	9	杯子 在 桌子 上	bēizi zài zhuōzi shàng	the cup is on the table	3	hsk
255	9	我 爱 我 的 猫 ， 它 很 小	wǒ ài wǒ de māo, tā hěn xiǎo	I love my cat, it is very small	3	hsk
256	9	椅子 在 电脑 旁边	yǐzi zài diànnǎo pángbiān	the chair is next to the computer	5	hsk
257	22	学校 离 我 家 很 远	xuéxiào lí wǒjiā hěn yuǎn	the school is very far from my house	2	hsk
258	22	去 学校 的 路上 ， 看见 那 家 商店 就 向 右边 走	qù xuéxiào de lùshàng, kànjiàn nà jiā shāngdiàn jiù xiàng yòubiān zǒu	On the road to school, when you see that store, turn right	3	hsk
259	22	请问 学校 离 商店 近 吗	qǐngwèn xuéxiào lí shāngdiàn jìn ma	excuse me, is the school close to the store	3	hsk
260	23	我 喜欢 听 他 唱歌	wǒ xǐhuān tīng tā chànggē	I like to hear him sing	3	hsk
261	23	那个 男人 每天 都 打篮球	nàgè nánrén měitiān dū dǎ lánqiú	that man plays basketball every day	2	hsk
262	23	我们 去 外面 打 篮球 吧 。	wǒmen qù wàimiàn dǎ lánqiú ba.	let's go outside and play basketball.	2	hsk
263	23	你 能 跳舞 吗 ？	nǐ néng tiàowǔ ma	can you dance?	3	hsk
264	23	我 妹妹 今年 学会 了 游泳	wǒ mèimei jīnnián xuéhuìle yóuyǒng	my little sister learned to swim this year	1	hsk
265	23	他 踢 球 踢 得很 远	tā tī qiú tī dé hěn yuǎn	he kicks the ball very far	1	hsk
266	23	你 想 玩 什么 ？	nǐ xiǎng wán shénme	what do you want to play	1	hsk
267	23	他 运动 一 个 小时 后 休息 了	tā yùndòng yīgè xiǎoshí hòu xiūxíle.	he rested after exercising for an hour	4	hsk
268	23	你 走 得 太 快 了 。   请 走 慢 一点	nǐ zǒu dé tài kuàile. qǐng zǒu màn yīdiǎn	you're going too fast. please walk a bit slower	4	hsk
269	23	  他 每天 早上 都 去 跑步	tā měitiān zǎoshang dōu qù pǎobù	 he goes running every morning	4	hsk
270	15	老师 给 我们 出 了 很 多 考试 题	lǎoshī gěi wǒmen chūle hěnduō kǎoshì tí	the teacher gave us a lot of test questions	5	hsk
271	21	我 为 公司 工作 已经 十 年 了	wǒ wèi gōngsī gōngzuò yǐjīng shí niánle	I have been working for the company for ten years	3	hsk
272	24	我 姐姐 年轻 时 很 矮	wǒ jiějiě niánqīng shí hěn ǎi	my sister was very short when she was young	2	hsk
273	24	我 的 叔叔 和 阿姨 都 住 在 北京	wǒ de shūshu hé āyí dōu zhù zài běijīng	my uncle and aunt both live in Beijing	3	hsk
274	24	他们 两 个 哥哥 有 相同 的 眼睛	tāmen liǎng gè gēgē yǒu xiāngtóng de yǎnjīng	the two older brothers have the same eyes	2	hsk
275	24	我 爷爷 几乎 八十 岁 了	wǒ yéyé jīhū bāshí suìle	my grandfather is almost eighty years old	3	hsk
276	24	我 家 有 五 口 人 ： 我 、 我 妈妈 、 我 爸爸 、 我 奶奶 和 我 爷爷	wǒjiā yǒu wǔ kǒu rén: Wǒ, wǒ māmā, wǒ bàba, wǒ nǎinai hé wǒ yéyé	there are five people in my family: me, my mom, my father, my grandmother  and my grandfather	2	hsk
277	25	我 渴 了 ， 我 想 喝 果汁	wǒ kěle, wǒ xiǎng hē guǒzhī	I'm thirsty, I want to drink juice	2	hsk
278	25	你 想要 一 碗 米饭 还是 面条 吗 ？	nǐ xiǎng yào yī wǎn mǐfàn háishì miàntiáo ma?	do you want a bowl of rice or noodles?	1	hsk
279	25	吃完 一 碗 面 后 ， 我 觉得 很 饱	chī wán yī wǎn miàn hòu, wǒ juédé hěn bǎo	 I feel very full after eating a bowl of noodles	1	hsk
280	25	我 饿 了 ， 我 就 想 吃 点 面包	wǒ èle, wǒ jiù xiǎng chī diǎn miànbāo	I'm hungry, I want to eat some bread	2	hsk
281	25	我 会 用 筷子	wǒ huì yòng kuàizi	I can use chopsticks	3	hsk
282	25	我 想要 一 双 筷子	wǒ xiǎng yào yīshuāng kuàizi	I would like a pair of chopsticks	3	hsk
283	26	我 今天 要 打扫 我 的 房间	wǒ jīntiān yào dǎsǎo wǒ de fángjiān	I need to clean my room today	3	hsk
284	28	我 的 同事 的 办公室 在 这个 大楼 的 第 六 层	wǒ de tóngshì de bàngōngshì zài zhège dàlóu de dì liù céng	my colleague's office is on the sixth floor of this building	1	hsk
285	28	我们 的 大楼 有 电梯	wǒmen de dàlóu yǒu diàntī	our building has an elevator	1	hsk
286	29	那个 出租车 司机 有 一 辆 好 车	nàgè chūzū chē sījī yǒuyī liàng hǎo chē	that taxi driver has a nice car	2	hsk
287	30	他 的 脸 很 胖	tā de liǎn hěn pàng	his face is very fat	3	hsk
288	32	他 穿 的 衬衫 和 我 穿 的 一样	tā chuān de chènshān hé wǒ chuān de yīyàng	he is wearing the same shirt as I'm wearing	1	hsk
290	32	她 穿 那 件 裙子 很 可爱	tā chuān nà jiàn qúnzi hěn kě'ài	she is very cute in that skirt	2	hsk
292	32	我 买 了 一 条 新 的 蓝色 裤子	wǒ mǎile yītiáo xīn de lán sè kùzi	I bought a new pair of blue pants	1	hsk
293	32	我 喜欢 你 的 绿色 帽子	wǒ xǐhuān nǐ de lǜsè màozi	I like your green hat	2	hsk
294	32	这 件 黄色 衬衫 很 贵	zhè jiàn huángsè chènshān hěn guì	this yellow shirt was very expensive	2	hsk
296	33	我 要 去 图书馆 复习 历史 考试	wǒ yào qù túshū guǎn fùxí lìshǐ kǎoshì	I'm going to the library to study for a history exam	2	hsk
297	33	你 做完 数学 作业 了 吗	nǐ zuò wán shùxué zuòyèle ma	have you finished your math homework	1	hsk
298	33	我 儿子 现在 上 一 年级	wǒ ér zǐ xiànzài shàng yī niánjí	my son is in first grade now	1	hsk
299	33	老师 在 黑板 上 写 了 数学 题	lǎoshī zài hēibǎn shàng xiěle shùxué tí	the teacher wrote math problems on the blackboard	4	hsk
300	33	我 在 学校 教 普通话	wǒ zài xuéxiào jiào pǔtōnghuà	I teach Mandarin at school	4	hsk
301	33	他 被 送 到 校长 办公室 了	tā bèi sòng dào xiàozhǎng bàngōngshìle	he was sent to the principal's office	4	hsk
302	34	  我们 每周 都会 举行 篮球 比赛	wǒmen měi zhōu dūhuì jǔxíng lánqiú bǐsài	we have basketball games every week	1	hsk
303	34	我们 每周 五 都会 一起 玩 篮球 游戏	wǒmen měi zhōu wǔ dūhuì yīqǐ wán lánqiú yóuxì	we play basketball games together every Friday	3	hsk
304	35	这个 公园 里 有 很 多 动物	zhège gōngyuán li yǒu hěnduō dòngwù	there are many animals in this park	1	hsk
305	35	他 喜欢 骑马	tā xǐhuān qímǎ	he likes to ride horses	2	hsk
306	36	祝 你 生日快乐	zhù nǐ shēngrì kuàilè	wish you a happy birthday	2	hsk
308	41	上网 银行 比 去 银行 方便 多 了	shàngwǎng yínháng bǐ qù yínháng fāngbiàn duōle	online banking is much more convenient than going to the bank	1	hsk
309	44	这个 香蕉 特别 新鲜	zhège xiāngjiāo tèbié xīnxiān	this banana is especially fresh	2	hsk
310	44	我 想要 一 杯 啤酒	wǒ xiǎng yào yībēi píjiǔ	I'd like a cup of beer	1	hsk
311	44	我 在 超市 里 买 了 三 种 水果	wǒ zài chāoshì lǐ mǎile sān zhǒng shuǐguǒ	I bought three kinds of fruits at the supermarket	1	hsk
312	44	我 可以 有 一 个 盘子 吗	wǒ kěyǐ yǒu yīgè pánzi ma	can I have a plate	3	hsk
313	44	我 在 超市 买 了 葡萄	wǒ zài chāoshì mǎile pútáo	I bought grapes at the supermarket	3	hsk
314	39	夏天 是 我 最 喜欢 的 季节	xiàtiān shì wǒ zuì xǐhuān de jìjié	summer is my favorite season	2	hsk
315	40	我 的 主要 兴趣 是 运动	wǒ de zhǔyào xìngqù shì yùndòng	my main interest is exercising	2	hsk
316	40	我 喜欢 听 音乐 和 看 电影	wǒ xǐhuān tīng yīnyuè hé kàn diànyǐng	I like listening to music and watching movies	2	hsk
317	40	我 早上 看 新闻 节目	wǒ zǎoshang kàn xīnwén jiémù	I watch news programs in the morning	3	hsk
319	26	你 的 洗手间 在 哪儿	nǐ de xǐshǒujiān zài nǎ'er	where is your bathroom	3	hsk
320	26	我 每天 早上 和 晚上 洗澡	wǒ měitiān zǎoshang hé wǎnshàng xǐzǎo	I bathe every day in the morning and evening	4	hsk
321	27	我们 去 爬山 吧	wǒmen qù páshān ba.	let's go hiking.	2	hsk
322	27	这个 花园 里 有 很 多 的 花	zhège huāyuán li yǒu hěnduō de huā	there are many flowers in this garden	2	hsk
323	27	我 花园 里 的 树 很 大	wǒ huāyuán lǐ de shù hěn dà	the tree in my garden is very big	2	hsk
325	27	这个 花园 里 的 草 很 绿	zhège huāyuán lǐ de cǎo hěn lǜ	the grass in this garden is very green	2	hsk
326	27	今天 非常多 云 多云 ， 我 看 不到 太阳	jīn jīntiān fēicháng duōyún duōyún, wǒ kàn bù dào tàiyáng	it's very cloudy today, I can't see the sun	3	hsk
327	27	今天 晚上 刮风	jīntiān wǎnshàng guāfēng	it is windy this evening	3	hsk
328	27	月亮 出来 了	yuèliàng chūláile	the moon has come out	3	hsk
329	30	他 的 脚 很 大	tā de jiǎo hěn dà	his feet are very big	1	hsk
330	30	她 的 鼻子 很 小	tā de bízi hěn xiǎo	her nose is very small	1	hsk
331	30	她 的 头发 很 长	tā de tóufǎ hěn zhǎng	her hair is very long	1	hsk
332	30	那 只 猫 的 耳朵 真 可爱	nà zhǐ māo de ěrduǒ zhēn kě'ài	that cat's ears are really cute	1	hsk
333	30	狗 有 四条 腿	gǒu yǒu sìtiáo tuǐ	dogs have four legs	1	hsk
334	30	你 的 脸色 很 红 ， 你 发烧 了 吗	nǐ de liǎnsè hěn hóng, nǐ fāshāole ma?	your face is very red, do you have a fever?	2	hsk
335	30	因为 天气 冷 我 还是 出去 了 ， 所以 我 感冒 了	yīnwéi tiānqì lěng wǒ háishì chūqùle, suǒyǐ wǒ gǎnmàole	because it was cold but I still went out, I therefore caught a cold.	2	hsk
336	30	我 明天 去 做 身体检查	wǒ míngtiān qù zuò shēntǐ jiǎnchá	I am going for a physical examination tomorrow	2	hsk
337	30	我 头疼	wǒ tóu téng	my head hurts	1	hsk
338	30	我 希望 我 可以 像 她 那样 瘦	wǒ xīwàng wǒ kěyǐ xiàng tā nàyàng shòu	I wish I could be as thin as her	3	hsk
339	38	我 在 宾馆 忘记 了 我 的 行李箱	wǒ zài bīnguǎn wàngjìle wǒ de xínglǐ xiāng	I forgot my suitcase at the hotel	2	hsk
340	38	记得 多 带 一 双 鞋	jìdé duō dài yīshuāng xié	remember to bring an extra pair of shoes 	2	hsk
341	38	他 旅行 时 总是 带 着 照相机	tā lǚxíng shí zǒngshì dàizhe zhàoxiàngjī	he always takes a camera when he travels	3	hsk
342	38	我 的 眼镜 太 旧 了 ， 我 要 换新 的	wǒ de yǎnjìng tài jiùle, wǒ yào huàn xīn de	my glasses are too old, I need new ones	4	hsk
343	38	我 在 网上 买 了 一 本 电子书	wǒ zài wǎngshàng mǎile yī běn diànzǐ shū	I bought an e-book online	3	hsk
344	38	你 觉得 我 的 照片 怎么样	nǐ juédé wǒ de zhàopiàn zěnme yàng	what do you think of my photograph	3	hsk
345	38	周末 会 下雨 ， 记得 带 伞	zhōumò huì xià yǔ, jìdé dài sǎn	It will rain this weekend, remember to bring an umbrella	1	hsk
347	31	我 妹妹 用 铅笔 画 了 一 个 苹果	wǒ mèimei yòng qiānbǐ huàle yīgè píngguǒ	my little sister drew an apple with a pencil	1	hsk
348	31	我 只 认识 简单 的 词语 和 句子	wǒ zhǐ rènshí jiǎndān de cíyǔ hé jùzi	I only know simple words and sentences	1	hsk
351	37	你 有 我 可以 借 的 字典 吗	nǐ yǒu wǒ kěyǐ jiè de zìdiǎn ma	do you have a dictionary I can borrow?	2	hsk
352	29	办公室 在 地铁 站 西面	bàngōngshì zài dìtiě zhàn xī miàn	the office is west of the subway station	1	hsk
353	29	那个 邻居 住 在 我 家 东边	nàgè línjū zhù zài wǒjiā dōngbian	that neighbor lives east of my house	2	hsk
355	29	我 用 地图 找到 了 这个 地方	wǒ yòng dìtú zhǎodàole zhège dìfāng	I found this place using a map	3	hsk
356	29	我去 接 他 从 机场 回来	wǒ qù jiē tā cóng jīchǎng huílái	I went to pick him up from the airport	3	hsk
357	29	我 一直 住 在 这 条 街道 上	wǒ yīzhí zhù zài zhè tiáo jiēdào shàng	I've always lived on this street	3	hsk
358	29	北方 比 我 住 在 南方 的 时候 冷 多 了	běifāng bǐ wǒ zhù zài nánfāng de shíhòu lěng duōle	it is much colder in the north compared to when I lived in the south	4	hsk
359	29	我 家 和 邻居 家 中间 有 一 个 公园	wǒjiā hé línjū jiā zhōngjiān yǒu yīgè gōngyuán	there is a park between my house and my neighbor's house	4	hsk
360	29	我 一 刻 钟 后 就要 离开	wǒ yīkè zhōng hòu jiù yào líkāi	I'm leaving in a quarter hour	4	hsk
361	26	这个 房间 非常 干净	zhège fángjiān fēicháng gānjìng	this room is very clean	3	hsk
362	42	虽然 他 的 成绩 比较 差 ， 但 他 非常 聪明	suīrán tā de chéngjī bǐjiào chà, dàn tā fēicháng cōngmíng	although his grades are relatively poor, he is very smart	2	hsk
363	42	你 和 她 是 什么 关系	nǐ hé tā shì shénme guānxì	what is your relationship with her	2	hsk
364	32	这个 裙子 太 短 了	zhège qúnzi tài duǎnle	this skirt is too short	3	hsk
365	42	他 的 声音 很 低	tā de shēngyīn hěn dī	his voice is low	1	hsk
366	25	那 家 餐馆 在 这个 城市 很 有名	nà jiā cānguǎn zài zhège chéngshì hěn yǒumíng	that restaurant is very famous in this city	4	hsk
367	25	这 碗 面的 味道 真 奇怪	zhè wǎn miàn de wèidào zhēn qíguài	this bowl of noodles tastes really strange	4	hsk
368	25	你们 决定 去 哪 家 餐厅 了 吗	nǐmen juédìng qù nǎ jiā cāntīngle ma	have you decided which restaurant you're going to?	4	hsk
369	25	我们 今晚 九 点 在 餐厅 见面	wǒmen jīn wǎn jiǔ diǎn zài cāntīng jiànmiàn	we will meet at the restaurant tonight at nine o'clock	4	hsk
370	40	我 喜欢 听 音乐 表演	wǒ xǐhuān tīng yīnyuè biǎoyǎn	I like to listen to music performances	2	hsk
371	44	我 发现 了 一家 新 的 便宜 超市	wǒ fāxiànle yījiā xīn de piányí chāoshì	I discovered a new cheap supermarket	4	hsk
372	32	这 件 衬衫 很 舒服	zhè jiàn chènshān hěn shūfú	this shirt is very comfortable	3	hsk
373	44	这个 蛋糕 很 容易 做	zhège dàngāo hěn róngyì zuò	this cake is easy to make	2	hsk
374	43	他 的话 使 我 很 难过	tā de huà shǐ wǒ hěn nánguò	his words made me very sad	3	hsk
375	43	看到 孩子们 没 做作 业 ， 妈妈 生气 极了	kàn dào háizimen méi zuò zuo yè, māmā shēngqì jíle.	The mother was extremely angry when she saw that the children did not do their homework.	2	hsk
376	43	孩子 看到 那 条 大 狗 就 害怕 得 哭 了	Háizi kàn dào nà tiáo dà gǒu jiù hàipà dé kūle	the little child cried out of fear upon seeing the big dog	2	hsk
377	43	他 迟到 了 会议 ， 所以 很 着急	tā chídàole huìyì, suǒyǐ hěn zhāojí	he was late for the meeting, so he was very anxious	1	hsk
378	43	孩子 看到 生日 礼物 后 很 满意	háizi kàn dào shēngrì lǐwù hòu hěn mǎnyì	the child was very satisfied after seeing the birthday gift	2	hsk
379	13	我 想要 一 斤 羊肉	wǒ xiǎng yào yī jīn yángròu	I want a killogram of mutton	3	hsk
380	38	这 是 我 过去 的 照片	zhè shì wǒ guòqù de zhàopiàn	this is a photo from my past	3	hsk
381	34	我 经常 锻炼 身体	wǒ jīngcháng duànliàn shēntǐ	I exercise regularly	3	hsk
382	33	我们 刚才 开始 为 明天 的 考试 学习	wǒmen gāngcái kāishǐ wéi míngtiān de kǎoshì xuéxí	we just started studying for tomorrow's exam	2	hsk
383	39	好久 没 这么 冷 的 天气 了	hǎojiǔ méi zhème lěng de tiānqìle	it hasn't been this cold for a long time	1	hsk
384	28	请 你 先 说	Qǐng nǐ xiān shuō	Please, you speak first	1	hsk
386	34	我 每天 早上 六 点 半 起床 ， 然后 去 锻炼	wǒ měitiān zǎoshangm liù diǎn bàn qǐchuáng, ránhòu qù duànliàn	I wake up at 6:30 every morning, then go to exercise	1	hsk
387	34	完成 运动 以后 ， 我 喜欢 喝 苹果汁	wánchéng yùndòng yǐhòu, wǒ xǐhuān hē píngguǒ zhī	after completing exercise, I like to drink apple  juice	3	hsk
388	40	最近 她 学习 了 做 一些 中国菜	zuìjìn tā xuéxíle zuò yīxiē zhōngguó cài	recently, she has learned to cook some chinese dishes	2	hsk
389	24	弟弟 才 十 岁 就 这么 高	dìdì cái shí suì jiù zhème gāo	My little brother is so tall at only ten years old	1	hsk
390	35	我 认为 这 只 熊猫 很 可爱	wǒ rènwéi zhè zhǐ xióngmāo hěn kě'ài	I think this panda is very cute	1	hsk
391	37	你 可以 在 我 需要 离开 一会儿 的 时候 看 一下 我 的 狗 吗	nǐ kěyǐ zài wǒ xūyào líkāi yīhuǐ'er de shíhòu kàn yīxià wǒ de gǒu ma	can you watch my dog if I need to step away for a while?	2	hsk
392	29	经过 几个 小时 , 我 终于 看到 了 火车 进 站	jīngguò jǐ gè xiǎoshí, wǒ zhōngyú kàn dàole huǒchē jìn zhàn	after several hours, I finally saw the train entering the station	4	hsk
393	29	开车 时 请 注意 路	kāichē shí qǐng zhùyì lù	please pay attention to the road when driving	3	hsk
394	40	我 妈妈 不 同意 我 晚 出门	wǒ māmā bù tóngyì wǒ wǎn chūmén	my mother doesn't agree with me going out late	4	hsk
395	27	我 想 去 旅游 世界	wǒ xiǎng qù lǚyóu shìjiè	I want to travel the world	3	hsk
396	40	看 太 多 电影 会 影响 你 的 学习	kàn tài duō diànyǐng huì yǐngxiǎng nǐ de xuéxí	watching too many movies will affect your studies	4	hsk
397	30	药 作用 很 快	yào zuòyòng hěn kuài	the medicine takes effect very quickly	2	hsk
398	26	我 把 水果 放進 冰箱	wǒ bǎ shuǐguǒ fàng jìn bīngxiāng	I put the fruits in the fridge	1	hsk
400	25	那 杯 果汁 是 五 元 三十 分	nà bēi guǒzhī shì wǔ yuán sānshí fēn	that glass of juice is five yuan and thirty cents	2	hsk
401	33	如果 你 不 明白 ， 就 问 老师	rúguǒ nǐ bù míngbái, jiù wèn lǎoshī	if you don't understand, ask the teacher	3	hsk
402	47	我们 计划 在 寒假 去 长城	wǒmen jìhuà zài hánjià qù chángchéng	we plan to go to the Great Wall during the winter vacation	1	hsk
403	47	下周 我 将 访问 公司 在 亚洲 的 办公室	xià zhōu wǒ jiāng fǎngwèn gōngsī zài yàzhōu de bàngōngshì	next week I will visit the company's offices in Asia	3	hsk
404	47	我们 的 导游 说 ， 长江 上 的 风景 真是 美 极了	wǒmen de dǎoyóu shuì, chángjiāng shàng de fēngjǐng zhēnshi měi jíle	our tour guide said that the scenery by the Yangtze River is really beautiful	2	hsk
405	47	我 在 去 中国 放暑假 前 ， 正在 学习 中文	wǒ zài qù zhōngguó fàng shǔjià qián, zhèngzài xuéxí zhōngwén	I am learning Chinese before going to China for summer vacation	3	hsk
406	47	我们 的 航班 一 小时 后 起飞	wǒmen de hángbān yī xiǎoshí hòu qǐfēi	our flight takes off in one hour	4	hsk
407	48	我 喜欢 吃 饼干 和 巧克力	wǒ xǐhuān chī bǐnggān hé qiǎokèlì	I like to eat cookies and chocolate	3	hsk
408	48	这 茶 很 苦	zhè chá hěn kǔ	this tea is very bitter	1	hsk
409	48	我 讨厌 酸辣汤	wǒ tǎoyàn suān là tāng	I hate hot and sour soup	2	hsk
410	48	这个 汤 只 需要 稍微 加 一点 盐	zhège tāng zhǐ xūyào shāowéi jiā yīdiǎn yán	this soup just needs a little more salt added	3	hsk
411	48	这 碗 西红柿 汤 真香 ， 我 想 马上 尝 尝	zhè wǎn xīhóngshì tāng zhēnxiāng, wǒ xiǎng mǎshàng cháng cháng	this bowl of tomato soup is really fragrant, I want to taste it right away	1	hsk
412	95	他 学习 了 两 年 后 成为 了 数学 硕士 学生	tā xuéxíle liǎng nián hòu chéngwéile shùxué shuòshì xuéshēng	after studying for two years, he became a master's student in mathematics	2	hsk
413	95	我 的 研究生 教育 让 我 获得 了 很 多 知识	wǒ de yánjiūshēng jiàoyù ràng wǒ huòdéle hěnduō zhīshì	my graduate education gave me a lot of knowledge	2	hsk
414	95	我 已经 预习 完 我 的 中文 课 的 内容 了 ， 明天 就 可以 轻松 回答 教授 的 提问 了	wǒ yǐjīng yùxí wán wǒ de zhōngwén kè de nèiróngle, míngtiān jiù kěyǐ qīngsōng huídá jiàoshòu de tíwènle	I have already finished previewing the content for my Chinese class, tomorrow I will be able to easily reply to the professor's questions	1	hsk
415	49	把 答案 写 在 笔记本 上	bǎ dá'àn xiě zài bǐjìběn shàng	write the answers in your notebook	2	hsk
416	49	毕业 后 我 计划 上 大学	bìyè hòu wǒ jìhuà shàng dàxué	after graduation I plan to go to college	1	hsk
417	23	那个 打 篮球 的 人 跳 得很 高	nàgè dǎ lánqiú de rén tiào dé hěn gāo	that man playing basketball jumped really high	2	hsk
418	50	森林 里 的 猴子 在 树 上 跳 来 跳 去	sēnlín lǐ de hóuzi zài shù shàng tiào lái tiào qù	the monkeys in the forest are jumping from tree to tree	1	hsk
419	50	我 喜欢 海洋 ， 因为 那儿 的 空气 非常 新鲜	wǒ xǐhuān hǎiyáng, yīnwèi nà'er de kōngqì fēicháng xīnxiān	I like the ocean because the air there is very fresh	2	hsk
420	50	这 棵 树 的 叶子 在 秋天 变成 了 红色	Zhè kē shù de yèzi zài qiūtiān biànchéngle hóngsè	the leaves of this tree turn red in autumn	2	hsk
421	50	地球 上 的 每 一种 植物 都 需要 阳光 来 生长	dìqiú shàng de měi yī zhòng zhíwù dōu xūyào yángguāng lái shēngzhǎng	every plant on Earth needs sunlight to grow.	4	hsk
422	50	老虎 在 森林 里 的 河边 喝 水	lǎohǔ zài sēnlín lǐ de hé biān hē shuǐ	the tiger is drinking water by the river in the forest	1	hsk
423	13	你 喜欢 吃 肉 吗	nǐ xǐhuān chī ròu ma	do you like to eat meat	3	hsk
424	50	狮子 为了 成长 必须 吃 大量 的 肉	shīzi wèile chéngzhǎng bìxū chī dàliàng de ròu	lions must eat a lot of meat in order to grow	3	hsk
425	50	这 朵 花 是 白色 的	zhè duǒ huā shì báisè de	this flower is white	4	hsk
426	50	我 喜欢 这个 地方 的 自然 风景	wǒ xǐhuān zhège dìfāng de zìrán fēngjǐng	I like the natural scenery of this place	3	hsk
427	51	我 正在 准备 出差 的 行李 ， 因为 明天 我 必须 去 北京 开会	wǒ zhèngzài zhǔnbèi chūchāi de xínglǐ, yīn wéi míngtiān wǒ bìxū qù běijīng kāihuì	I am currently preparing for my business trip because tomorrow I must go to Beijing for a meeting	3	hsk
429	51	因为 要 照顾 生病 的 孩子 ， 他 请假 一周 离开 公司	yīnwèi yào zhàogù shēngbìng de háizi, tā qǐngjià yīzhōu líkāi gōngsī	because he needs to take care of his sick child, he requested a week's leave from the company	2	hsk
430	51	他 决定 自己 做生意 ， 并 开始 招聘 新 员工	tā juédìng zìjǐ zuò shēngyì, bìng kāishǐ zhāopìn xīn yuángōng	he decided to start his own business and started recruiting new employees	1	hsk
431	51	上个月 他 的 工资 增加 了 五 百 元	shàng gè yuè tā de gōngzī zēngjiāle wǔbǎi yuán	his salary increased by five hundred yuan last month	4	hsk
432	51	我 决定 租 一 间 办公室 来 扩大 我 的 生意	wǒ juédìng zū yī jiàn bàngōngshì lái kuòdà wǒ de shēngyì	I decided to rent an office to expand my business	1	hsk
433	51	今晚 大家 必须 加班	jīn wǎn dàjiā bìxū jiābān	everyone must work overtime tonight	4	hsk
434	52	由于 突然 来 的 堵车 ， 我们 迟到 了 半个 小时	yóuyú túrán lái de dǔchē, wǒmen chídàole bàn gè xiǎoshí	we were half an hour late due to a sudden traffic jam	2	hsk
435	52	我 今天 早上 乘坐 公交车 出发 去 工作	wǒ jīntiān zǎoshang chéngzuò gōngjiāo chē chūfā qù gōngzuò	this morning I took the bus to set off for work.	1	hsk
436	52	这 座 桥 很 窄	zhè zuò qiáo hěn zhǎi	this bridge is very narrow	3	hsk
437	52	这个 城市 的 交通 非常 方便	zhège chéngshì de jiāotōng fēicháng fāngbiàn	the transportation in this city is very convenient	1	hsk
438	52	我们 需要 往 加油站 开车 去	wǒmen xūyào wǎng jiāyóu zhàn kāichē qù	we need to drive to the gas station	3	hsk
439	53	这个 房间 真 乱 ， 你 应该 收拾 一下	zhège fángjiān zhēn luàn, nǐ yīnggāi shōushí yīxià	this room is so messy, you should tidy up	2	hsk
440	53	钥匙 挂 在 门 旁边 的 墙 上	yàoshi guà zài mén pángbiān de qiáng shàng	the keys are hanging on the wall beside the door	1	hsk
